0| |MISC MISC|MISC|000000202| | |DALLAS| | | |.79|PRICE|.00| |.00| |.00| |.00| |.00| | |0|0|.00| | |0|0|.00| | |0|0|.00| | |0|0| | |0|0|0|0|GM|2|020|200|0|0|0|0|0|0| |0|0| |0|0| |0| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | 
0| |CHUMS| |00029800008| | |DALLAS| | | |3.39|PRICE|.00| |.00| |.00| |.00| |.00| | |0|0|.00| | |0|0|.00| | |0|0|.00| | |0|0| | |0|0|0|0|GM|2|020|200|0|0|0|0|0|0| |0|0| |0|0| |0| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | 
0| |SEND IN SCANNING INFO| |00084101110| | | | | | |999.99|PRICE|.00| |.00| |.00| |.00| |.00| | |0|0|.00| | |0|0|.00| | |0|0|.00| | |0|0| | |0|0|0|0|GM|2|020|201|0|0|0|0|0|0| |0|0| |0|0| |0| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | 
0| |PROTRACTOR| |00088359113| |51103|DOUGST| | | |.75|PRICE|.00| |.00| |.00| |.00| |.00| | |0|0|.00| | |0|0|.00| | |0|0|.00| | |0|0| | |0|0|0|0|GM|2|020|202|0|0|0|0|0|0| |0|0| |0|0| |0| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | 
0| |PROTRACTOR| |00088359599| |51104|DOUGST| | | |2.25|PRICE|.00| |.00| |.00| |.00| |.00| | |0|0|.00| | |0|0|.00| | |0|0|.00| | |0|0| | |0|0|0|0|GM|2|020|200|0|0|0|0|0|0| |0|0| |0|0| |0| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | 
0| |BEACHCOMBER JADE| |00339063001| |3394|MVSPOR| | | |15.95|PRICE|.00| |.00| |.00| |.00| |.00| | |0|0|.00| | |0|0|.00| | |0|0|.00| | |0|0| | |0|0|0|0|GM|2|020|204|0|0|0|0|0|0| |0|0| |0|0| |0| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | 
0| |CO PADLOCK| |00716490206| |55082|DOUGST| | | |2.00|PRICE|.00| |.00| |.00| |.00| |.00| | |0|0|.00| | |0|0|.00| | |0|0|.00| | |0|0| | |0|0|0|0|GM|2|020|200|0|0|0|0|0|0| |0|0| |0|0| |0| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | 
0| |COMPASS| |00784849530| |30605|DOUGST| | | |2.65|PRICE|.00| |.00| |.00| |.00| |.00| | |0|0|.00| | |0|0|.00| | |0|0|.00| | |0|0| | |0|0|0|0|GM|2|020|202|0|0|0|0|0|0| |0|0| |0|0| |0| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | 
0| |PROTRACTOR| |00784849540| |30610|DOUGST| | | |2.00|PRICE|.00| |.00| |.00| |.00| |.00| | |0|0|.00| | |0|0|.00| | |0|0|.00| | |0|0| | |0|0|0|0|GM|2|020|200|0|0|0|0|0|0| |0|0| |0|0| |0| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | 
0| |PAPER,COPY,28#,WE| |01019900246| |HPG102467|ADMIRA| | | |12.45|PRICE|.00| |.00| |.00| |.00| |.00| | |0|0|.00| | |0|0|.00| | |0|0|.00| | |0|0| | |0|0|0|0|GM|2|020|201|0|0|0|0|0|0| |0|0| |0|0| |0| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | 
0| |PAPER,FORE,MP,LTR,TN| |01019902686| |HPG102863|ADMIRA| | | |5.35|PRICE|.00| |.00| |.00| |.00| |.00| | |0|0|.00| | |0|0|.00| | |0|0|.00| | |0|0| | |0|0|0|0|GM|2|020|201|0|0|0|0|0|0| |0|0| |0|0| |0| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | 
0| |PAPER,8.5X11,20#,TE| |01019908326| |HAM183260|ADMIRA| | | |5.45|PRICE|.00| |.00| |.00| |.00| |.00| | |0|0|.00| | |0|0|.00| | |0|0|.00| | |0|0| | |0|0|0|0|GM|2|020|201|0|0|0|0|0|0| |0|0| |0|0| |0| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | 
0| |PAPER,8.5X11 20#400PK,AST| |01019908328| |HAM183280|ADMIRA| | | |9.10|PRICE|.00| |.00| |.00| |.00| |.00| | |0|0|.00| | |0|0|.00| | |0|0|.00| | |0|0| | |0|0|0|0|GM|2|020|201|0|0|0|0|0|0| |0|0| |0|0| |0| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | 
0| |PAPER,BRTHUE,LTR,20#,LAVA| |01019908516| |HPG185161|ADMIRA| | | |8.90|PRICE|.00| |.00| |.00| |.00| |.00| | |0|0|.00| | |0|0|.00| | |0|0|.00| | |0|0| | |0|0|0|0|GM|2|020|201|0|0|0|0|0|0| |0|0| |0|0| |0| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | 
0| |HAMMERMILL| |01019908624| | | | | | |12.60|PRICE|.00| |.00| |.00| |.00| |.00| | |0|0|.00| | |0|0|.00| | |0|0|.00| | |0|0| | |0|0|0|0|GM|2|020|201|0|0|0|0|0|0| |0|0| |0|0| |0| | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | | 
